mine_id,grid_x,grid_y,latitude,longitude,B02_Blue,B03_Green,B04_Red,B08_NIR,B11_SWIR1,B12_SWIR2,NDVI,NDWI,NDBI,iron_oxide_index,clay_mineral_index,ferrous_index,exploration_potential_score,potential_class,spectral_zone_type,is_synthetic
MOIL-UK-04,-400.0,-200.0,21.966203,80.459317,0.0473,0.0824,0.2197,0.1488,0.3397,0.2736,-0.1922,-0.2872,0.3906,4.64,1.242,2.657,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-400.0,-100.0,21.967102,80.459317,0.0799,0.091,0.158,0.1566,0.3774,0.2817,-0.0043,-0.2652,0.4134,1.979,1.34,2.985,84.6,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-400.0,0.0,21.968,80.459317,0.0483,0.0543,0.0553,0.5242,0.1966,0.0567,0.8093,-0.8124,-0.4546,1.144,3.467,1.357,81.3,High Potential Exploration Zone,Dense / Moderate Canopy,True
MOIL-UK-04,-400.0,100.0,21.968898,80.459317,0.131,0.165,0.2394,0.2844,0.3224,0.2857,0.086,-0.2658,0.0627,1.827,1.128,1.823,74.5,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-UK-04,-400.0,200.0,21.969797,80.459317,0.0396,0.1117,0.0309,0.5498,0.2135,0.0528,0.8935,-0.6623,-0.4405,0.782,4.048,4.002,81.0,High Potential Exploration Zone,Dense / Moderate Canopy,True
MOIL-UK-04,-400.0,300.0,21.970695,80.459317,0.0304,0.0952,0.0365,0.6264,0.2192,0.069,0.8899,-0.7361,-0.4816,1.2,3.177,2.96,71.9,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-UK-04,-400.0,400.0,21.971593,80.459317,0.0209,0.0804,0.0462,0.6025,0.1457,0.073,0.8574,-0.7646,-0.6106,2.213,1.995,1.98,65.9,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-UK-04,-400.0,500.0,21.972492,80.459317,0.0473,0.0665,0.0571,0.5914,0.1305,0.0896,0.8239,-0.798,-0.6386,1.208,1.456,1.385,46.6,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-UK-04,-400.0,600.0,21.97339,80.459317,0.0379,0.0573,0.0642,0.4611,0.1436,0.0931,0.7556,-0.7789,-0.525,1.691,1.542,1.204,54.8,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-UK-04,-400.0,700.0,21.974288,80.459317,0.0861,0.1507,0.2178,0.2611,0.3778,0.3233,0.0904,-0.268,0.1827,2.529,1.169,2.139,78.1,High Potential Exploration Zone,Barren Soil & Country Rock,True
MOIL-UK-04,-400.0,800.0,21.975186,80.459317,0.027,0.0924,0.0407,0.6851,0.209,0.0726,0.8879,-0.7624,-0.5325,1.507,2.881,2.576,67.7,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-UK-04,-400.0,900.0,21.976085,80.459317,0.0466,0.0856,0.0588,0.6662,0.2072,0.0861,0.8378,-0.7723,-0.5256,1.261,2.407,1.766,58.8,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-UK-04,-400.0,1000.0,21.976983,80.459317,0.0389,0.0606,0.0545,0.5306,0.1572,0.1066,0.8137,-0.7949,-0.5429,1.402,1.474,1.409,46.7,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-UK-04,-400.0,1100.0,21.977881,80.459317,0.0461,0.0728,0.0481,0.7155,0.2124,0.1184,0.8739,-0.8153,-0.5423,1.044,1.794,1.809,45.3,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-UK-04,-400.0,1200.0,21.97878,80.459317,0.044,0.111,0.0318,0.5218,0.2083,0.0772,0.8852,-0.6492,-0.4293,0.722,2.698,3.893,54.5,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-UK-04,-300.0,-1200.0,21.95722,80.460287,0.0964,0.1425,0.1795,0.2203,0.3042,0.3259,0.1021,-0.2144,0.1598,1.863,0.933,2.174,72.9,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-UK-04,-300.0,-1100.0,21.958119,80.460287,0.043,0.0807,0.1656,0.2178,0.2754,0.2141,0.136,-0.4596,0.1167,3.85,1.286,1.751,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-300.0,-1000.0,21.959017,80.460287,0.0406,0.1051,0.1886,0.1663,0.3643,0.1895,-0.0628,-0.2253,0.3731,4.648,1.922,2.748,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-300.0,-900.0,21.959915,80.460287,0.0547,0.0882,0.1706,0.2055,0.2817,0.2634,0.0929,-0.3995,0.1564,3.116,1.069,1.888,94.4,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-300.0,-800.0,21.960814,80.460287,0.0562,0.0663,0.194,0.2312,0.291,0.2449,0.0874,-0.5545,0.1146,3.452,1.189,1.6,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-300.0,-700.0,21.961712,80.460287,0.0675,0.1016,0.1398,0.197,0.3437,0.2019,0.1698,-0.3196,0.2713,2.071,1.702,2.471,94.1,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-300.0,-600.0,21.96261,80.460287,0.0589,0.0832,0.2039,0.2177,0.2725,0.2056,0.0327,-0.447,0.1117,3.462,1.325,1.659,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-300.0,-500.0,21.963508,80.460287,0.0689,0.097,0.1379,0.1811,0.3556,0.1887,0.1355,-0.3025,0.3251,2.0,1.884,2.667,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-300.0,-400.0,21.964407,80.460287,0.055,0.0922,0.1971,0.2053,0.2957,0.2891,0.0203,-0.38,0.1804,3.587,1.023,1.908,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-300.0,-300.0,21.965305,80.460287,0.0417,0.0847,0.171,0.164,0.3182,0.2042,-0.021,-0.3186,0.3199,4.105,1.558,2.436,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-300.0,-200.0,21.966203,80.460287,0.0577,0.0816,0.1973,0.2343,0.2684,0.2891,0.0856,-0.4834,0.0679,3.417,0.928,1.559,97.2,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-300.0,-100.0,21.967102,80.460287,0.0776,0.0656,0.2112,0.1965,0.3631,0.284,-0.0362,-0.4992,0.2978,2.722,1.278,2.159,95.1,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-300.0,0.0,21.968,80.460287,0.0744,0.0801,0.1837,0.1865,0.2913,0.2076,0.0076,-0.3988,0.2194,2.47,1.403,1.998,92.1,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-300.0,100.0,21.968898,80.460287,0.0577,0.1003,0.2044,0.2358,0.2807,0.2515,0.0713,-0.4032,0.0869,3.545,1.116,1.681,96.6,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-300.0,200.0,21.969797,80.460287,0.0257,0.0757,0.0437,0.7162,0.2158,0.1075,0.885,-0.8089,-0.5368,1.697,2.007,2.034,63.1,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-UK-04,-300.0,300.0,21.970695,80.460287,0.0279,0.1141,0.0407,0.5909,0.1445,0.118,0.8711,-0.6763,-0.607,1.458,1.225,3.047,47.9,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-UK-04,-300.0,400.0,21.971593,80.460287,0.0905,0.1659,0.1721,0.3179,0.325,0.3302,0.2976,-0.3142,0.011,1.903,0.984,1.986,65.5,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-UK-04,-300.0,500.0,21.972492,80.460287,0.039,0.1141,0.0505,0.5582,0.1418,0.0601,0.834,-0.6606,-0.5949,1.295,2.358,2.511,62.1,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-UK-04,-300.0,600.0,21.97339,80.460287,0.0238,0.0776,0.0464,0.6294,0.1479,0.1087,0.8628,-0.7805,-0.6196,1.945,1.36,1.908,52.9,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-UK-04,-300.0,700.0,21.974288,80.460287,0.1273,0.171,0.1755,0.3009,0.3799,0.3249,0.2634,-0.2754,0.116,1.378,1.169,2.237,60.8,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-UK-04,-300.0,800.0,21.975186,80.460287,0.027,0.1138,0.0616,0.4557,0.2139,0.1164,0.7618,-0.6002,-0.361,2.28,1.838,2.318,65.6,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-UK-04,-300.0,900.0,21.976085,80.460287,0.0806,0.1532,0.2331,0.2324,0.3627,0.3078,-0.0014,-0.2056,0.2188,2.892,1.178,2.217,85.0,High Potential Exploration Zone,Barren Soil & Country Rock,True
MOIL-UK-04,-300.0,1000.0,21.976983,80.460287,0.1108,0.1253,0.2047,0.2642,0.3171,0.3224,0.127,-0.3565,0.0909,1.847,0.984,1.812,65.8,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-UK-04,-300.0,1100.0,21.977881,80.460287,0.122,0.1674,0.1743,0.2319,0.2811,0.2567,0.1419,-0.1614,0.0959,1.429,1.095,2.173,61.8,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-UK-04,-300.0,1200.0,21.97878,80.460287,0.0432,0.111,0.0604,0.4565,0.1586,0.0504,0.7662,-0.6087,-0.4844,1.399,3.145,2.185,73.1,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-UK-04,-200.0,-1200.0,21.95722,80.461258,0.1087,0.1416,0.2047,0.2266,0.3624,0.2278,0.0509,-0.2309,0.2305,1.883,1.591,2.291,82.5,High Potential Exploration Zone,Barren Soil & Country Rock,True
MOIL-UK-04,-200.0,-1100.0,21.958119,80.461258,0.0306,0.0657,0.0425,0.4501,0.1524,0.0555,0.8275,-0.7454,-0.4941,1.39,2.747,1.885,72.0,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-UK-04,-200.0,-1000.0,21.959017,80.461258,0.0222,0.1167,0.0497,0.5886,0.1988,0.0987,0.8444,-0.669,-0.495,2.234,2.015,2.688,71.5,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-UK-04,-200.0,-900.0,21.959915,80.461258,0.0495,0.0613,0.1978,0.153,0.3238,0.2837,-0.1279,-0.428,0.3583,3.998,1.141,2.426,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-200.0,-800.0,21.960814,80.461258,0.062,0.0743,0.1379,0.1427,0.3273,0.2414,0.0172,-0.3153,0.3927,2.225,1.356,2.832,89.4,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-200.0,-700.0,21.961712,80.461258,0.0585,0.0697,0.1437,0.2359,0.2429,0.22,0.2429,-0.5438,0.0146,2.457,1.104,1.515,83.4,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-200.0,-600.0,21.96261,80.461258,0.0416,0.0696,0.2133,0.155,0.3241,0.2182,-0.1585,-0.3802,0.3531,5.134,1.486,2.418,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-200.0,-500.0,21.963508,80.461258,0.0653,0.1026,0.1487,0.1479,0.2686,0.2283,-0.0027,-0.1807,0.2899,2.276,1.176,2.507,94.3,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-200.0,-400.0,21.964407,80.461258,0.0606,0.1071,0.1216,0.2158,0.2502,0.1886,0.2791,-0.3366,0.0738,2.007,1.327,2.04,87.8,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-200.0,-300.0,21.965305,80.461258,0.0662,0.1054,0.1488,0.1669,0.3265,0.2654,0.0575,-0.2257,0.3234,2.248,1.23,2.665,96.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-200.0,-200.0,21.966203,80.461258,0.0748,0.0725,0.194,0.1707,0.3163,0.201,-0.0639,-0.4039,0.2989,2.595,1.574,2.226,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-200.0,-100.0,21.967102,80.461258,0.0458,0.1068,0.1747,0.1405,0.3511,0.256,-0.1087,-0.1363,0.4285,3.812,1.371,3.111,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-200.0,0.0,21.968,80.461258,0.053,0.0832,0.165,0.1675,0.3773,0.2398,0.0075,-0.3362,0.3851,3.111,1.573,2.757,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-200.0,100.0,21.968898,80.461258,0.0759,0.0893,0.189,0.143,0.3117,0.2593,-0.1388,-0.2312,0.3711,2.491,1.202,2.652,90.8,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-200.0,200.0,21.969797,80.461258,0.0449,0.0939,0.1284,0.2207,0.3769,0.2489,0.2643,-0.403,0.2614,2.862,1.514,2.439,90.1,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-200.0,300.0,21.970695,80.461258,0.1152,0.1645,0.2346,0.2245,0.3885,0.2359,-0.022,-0.1545,0.2674,2.037,1.647,2.431,89.1,High Potential Exploration Zone,Barren Soil & Country Rock,True
MOIL-UK-04,-200.0,400.0,21.971593,80.461258,0.0467,0.1103,0.0561,0.5852,0.2075,0.0863,0.825,-0.6829,-0.4766,1.203,2.403,2.32,64.9,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-UK-04,-200.0,500.0,21.972492,80.461258,0.1366,0.1424,0.2099,0.2399,0.2955,0.2861,0.0666,-0.2551,0.1038,1.537,1.033,1.91,69.7,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-UK-04,-200.0,600.0,21.97339,80.461258,0.0311,0.0718,0.045,0.6647,0.1558,0.1145,0.8733,-0.805,-0.6203,1.446,1.361,1.832,48.4,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-UK-04,-200.0,700.0,21.974288,80.461258,0.1359,0.1614,0.1875,0.2207,0.3923,0.3363,0.0812,-0.1552,0.28,1.38,1.167,2.638,67.6,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-UK-04,-200.0,800.0,21.975186,80.461258,0.0327,0.0549,0.0426,0.5336,0.1302,0.0867,0.8523,-0.8133,-0.6076,1.301,1.502,1.535,47.8,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-UK-04,-200.0,900.0,21.976085,80.461258,0.0419,0.0536,0.041,0.5459,0.2092,0.1131,0.8602,-0.8213,-0.4459,0.98,1.85,1.689,48.4,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-UK-04,-200.0,1000.0,21.976983,80.461258,0.1092,0.1455,0.2021,0.2486,0.3448,0.2374,0.1031,-0.2617,0.1621,1.85,1.452,2.107,74.5,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-UK-04,-200.0,1100.0,21.977881,80.461258,0.0311,0.088,0.0542,0.6759,0.1282,0.0838,0.8516,-0.7697,-0.6812,1.743,1.53,1.813,51.4,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-UK-04,-200.0,1200.0,21.97878,80.461258,0.0299,0.0811,0.0334,0.6527,0.1285,0.0942,0.9026,-0.7789,-0.671,1.117,1.365,2.625,39.8,Low Potential / Barren,Dense / Moderate Canopy,True
MOIL-UK-04,-100.0,-1200.0,21.95722,80.462229,0.1003,0.1551,0.2054,0.2605,0.319,0.281,0.1183,-0.2536,0.1008,2.048,1.135,1.979,73.8,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-UK-04,-100.0,-1100.0,21.958119,80.462229,0.0862,0.1679,0.2162,0.2284,0.3028,0.232,0.0276,-0.1526,0.1399,2.509,1.305,2.102,85.3,High Potential Exploration Zone,Barren Soil & Country Rock,True
MOIL-UK-04,-100.0,-1000.0,21.959017,80.462229,0.0432,0.0786,0.0629,0.713,0.217,0.1187,0.838,-0.8015,-0.5332,1.455,1.829,1.554,57.8,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-UK-04,-100.0,-900.0,21.959915,80.462229,0.0265,0.054,0.0625,0.5333,0.1538,0.0551,0.7903,-0.8161,-0.5524,2.356,2.79,1.153,85.2,High Potential Exploration Zone,Dense / Moderate Canopy,True
MOIL-UK-04,-100.0,-800.0,21.960814,80.462229,0.0686,0.0815,0.1404,0.2052,0.3772,0.2348,0.1875,-0.4314,0.2952,2.047,1.606,2.418,83.3,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-100.0,-700.0,21.961712,80.462229,0.0643,0.0681,0.1361,0.1858,0.3583,0.28,0.1545,-0.4634,0.3169,2.118,1.279,2.429,81.7,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-100.0,-600.0,21.96261,80.462229,0.0657,0.078,0.195,0.1692,0.2707,0.2675,-0.0709,-0.3688,0.2308,2.969,1.012,2.0,93.8,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-100.0,-500.0,21.963508,80.462229,0.0701,0.1041,0.1776,0.2297,0.2437,0.2079,0.1277,-0.3762,0.0296,2.536,1.172,1.647,89.3,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-100.0,-400.0,21.964407,80.462229,0.0722,0.0812,0.1439,0.2196,0.3551,0.2302,0.2082,-0.4602,0.2358,1.994,1.543,2.181,88.5,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-100.0,-300.0,21.965305,80.462229,0.0587,0.099,0.1971,0.2267,0.3304,0.2004,0.0697,-0.3918,0.1862,3.36,1.648,1.96,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-100.0,-200.0,21.966203,80.462229,0.062,0.0791,0.1227,0.1597,0.2688,0.1891,0.1309,-0.3373,0.2547,1.979,1.422,2.328,94.2,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-100.0,-100.0,21.967102,80.462229,0.0581,0.0854,0.154,0.1812,0.3169,0.1933,0.0812,-0.3594,0.2724,2.649,1.64,2.303,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-100.0,0.0,21.968,80.462229,0.0625,0.0955,0.2075,0.1702,0.3446,0.2467,-0.0988,-0.281,0.3389,3.32,1.397,2.486,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-100.0,100.0,21.968898,80.462229,0.0601,0.106,0.182,0.1766,0.3398,0.2856,-0.015,-0.2499,0.316,3.028,1.19,2.506,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-100.0,200.0,21.969797,80.462229,0.0767,0.109,0.1295,0.1843,0.3006,0.2222,0.1747,-0.2568,0.2397,1.688,1.353,2.472,80.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-100.0,300.0,21.970695,80.462229,0.0471,0.1016,0.1873,0.2006,0.3026,0.2227,0.0343,-0.3276,0.2026,3.973,1.358,2.051,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-100.0,400.0,21.971593,80.462229,0.0715,0.0863,0.1808,0.15,0.306,0.1943,-0.093,-0.2693,0.3421,2.53,1.575,2.518,94.7,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,-100.0,500.0,21.972492,80.462229,0.1214,0.1365,0.2372,0.2805,0.3703,0.2436,0.0837,-0.3454,0.1379,1.955,1.52,1.895,83.4,High Potential Exploration Zone,Barren Soil & Country Rock,True
MOIL-UK-04,-100.0,600.0,21.97339,80.462229,0.1115,0.1755,0.1645,0.2708,0.3078,0.3138,0.2443,-0.2135,0.0639,1.475,0.981,2.204,63.7,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-UK-04,-100.0,700.0,21.974288,80.462229,0.0229,0.0931,0.0693,0.5926,0.1485,0.0606,0.7905,-0.7283,-0.5991,3.026,2.449,1.594,86.0,High Potential Exploration Zone,Dense / Moderate Canopy,True
MOIL-UK-04,-100.0,800.0,21.975186,80.462229,0.0369,0.0762,0.0386,0.7066,0.1827,0.054,0.8965,-0.8052,-0.5891,1.045,3.381,2.235,73.2,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-UK-04,-100.0,900.0,21.976085,80.462229,0.1364,0.1626,0.1683,0.2824,0.3387,0.3146,0.2532,-0.2692,0.0907,1.234,1.077,2.166,59.2,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-UK-04,-100.0,1000.0,21.976983,80.462229,0.103,0.13,0.1802,0.2389,0.2834,0.2255,0.1401,-0.2951,0.0852,1.75,1.257,1.908,70.4,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-UK-04,-100.0,1100.0,21.977881,80.462229,0.0441,0.0599,0.0567,0.6513,0.1251,0.0562,0.8398,-0.8317,-0.6777,1.286,2.227,1.247,58.0,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-UK-04,-100.0,1200.0,21.97878,80.462229,0.0312,0.099,0.0523,0.4584,0.1884,0.0643,0.7951,-0.6449,-0.4175,1.675,2.931,2.303,73.7,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-UK-04,0.0,-1200.0,21.95722,80.4632,0.1242,0.1663,0.1877,0.2289,0.3878,0.3244,0.099,-0.1585,0.2576,1.511,1.195,2.58,67.8,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-UK-04,0.0,-1100.0,21.958119,80.4632,0.0295,0.0587,0.0675,0.5579,0.1294,0.0849,0.7841,-0.8097,-0.6236,2.286,1.523,1.101,61.8,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-UK-04,0.0,-1000.0,21.959017,80.4632,0.1013,0.1392,0.239,0.284,0.3489,0.2817,0.086,-0.342,0.1026,2.359,1.239,1.811,80.1,High Potential Exploration Zone,Barren Soil & Country Rock,True
MOIL-UK-04,0.0,-900.0,21.959915,80.4632,0.0462,0.0602,0.054,0.537,0.1771,0.0862,0.8173,-0.7983,-0.5039,1.169,2.054,1.445,57.8,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-UK-04,0.0,-800.0,21.960814,80.4632,0.1149,0.1626,0.1797,0.2307,0.3096,0.2964,0.1243,-0.1733,0.1461,1.563,1.045,2.247,69.0,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-UK-04,0.0,-700.0,21.961712,80.4632,0.046,0.0699,0.0446,0.5926,0.166,0.0883,0.86,-0.7888,-0.5623,0.971,1.879,1.848,53.9,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-UK-04,0.0,-600.0,21.96261,80.4632,0.0525,0.0683,0.2003,0.1439,0.2918,0.1896,-0.1638,-0.3561,0.3393,3.817,1.539,2.368,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,0.0,-500.0,21.963508,80.4632,0.0695,0.0783,0.123,0.1476,0.2678,0.2666,0.0908,-0.3069,0.2894,1.771,1.005,2.451,76.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,0.0,-400.0,21.964407,80.4632,0.072,0.1098,0.1441,0.146,0.2796,0.1997,0.0067,-0.1415,0.3138,2.002,1.401,2.677,88.9,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,0.0,-300.0,21.965305,80.4632,0.0684,0.1085,0.1473,0.1729,0.2892,0.2743,0.0798,-0.2289,0.2517,2.153,1.054,2.409,85.2,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,0.0,-200.0,21.966203,80.4632,0.0631,0.1087,0.1827,0.2106,0.2525,0.2847,0.0709,-0.3191,0.0905,2.895,0.887,1.794,93.7,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,0.0,-100.0,21.967102,80.4632,0.0651,0.086,0.1587,0.1477,0.2587,0.1813,-0.036,-0.264,0.2731,2.438,1.427,2.293,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,0.0,0.0,21.968,80.4632,0.0799,0.0993,0.1997,0.213,0.3078,0.1897,0.0321,-0.364,0.182,2.498,1.622,1.942,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,0.0,100.0,21.968898,80.4632,0.0429,0.1058,0.12,0.2099,0.328,0.2351,0.2724,-0.3297,0.2195,2.799,1.395,2.444,96.8,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,0.0,200.0,21.969797,80.4632,0.079,0.0699,0.1985,0.2075,0.3764,0.2827,0.0221,-0.496,0.2893,2.513,1.331,2.166,97.5,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,0.0,300.0,21.970695,80.4632,0.0451,0.0754,0.2051,0.1629,0.293,0.2489,-0.1147,-0.3672,0.2855,4.543,1.177,2.167,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,0.0,400.0,21.971593,80.4632,0.0625,0.092,0.1913,0.2129,0.3433,0.2891,0.0533,-0.3963,0.2344,3.061,1.187,2.093,96.4,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,0.0,500.0,21.972492,80.4632,0.0543,0.0622,0.1549,0.2312,0.2517,0.2512,0.1976,-0.5759,0.0425,2.854,1.002,1.49,85.1,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,0.0,600.0,21.97339,80.4632,0.0569,0.1061,0.2129,0.2185,0.2538,0.1827,0.0131,-0.3464,0.0747,3.739,1.389,1.66,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-UK-04,0.0,700.0,21.974288,80.4632,0.0993,0.1345,0.1896,0.2343,0.3854,0.3214,0.1055,-0.2707,0.2438,1.909,1.199,2.354,77.1,High Potential Exploration Zone,Barren Soil & Country Rock,True
MOIL-UK-04,0.0,800.0,21.975186,80.4632,0.0487,0.0584,0.0342,0.5041,0.2182,0.0792,0.8728,-0.7923,-0.3958,0.703,2.757,2.14,62.4,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-UK-04,0.0,900.0,21.976085,80.4632,0.0261,0.1092,0.0424,0.6483,0.2174,0.1153,0.8772,-0.7116,-0.4977,1.627,1.886,2.911,58.7,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-UK-04,0.0,1000.0,21.976983,80.4632,0.0215,0.0925,0.0634,0.5578,0.1931,0.0597,0.7958,-0.7154,-0.4857,2.949,3.237,1.805,95.5,High Potential Exploration Zone,Dense / Moderate Canopy,True
MOIL-UK-04,0.0,1100.0,21.977881,80.4632,0.1186,0.1462,0.1775,0.2483,0.3666,0.307,0.1664,-0.2587,0.1925,1.496,1.194,2.301,66.3,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-UK-04,0.0,1200.0,21.97878,80.4632,0.1373,0.1205,0.216,0.2491,0.347,0.2884,0.0712,-0.348,0.1642,1.573,1.203,1.951,69.5,Medium Potential Zone,Barren Soil & Country Rock,True
