hole_id,mine_id,x,y,latitude,longitude,collar_elevation,depth_from,depth_to,sample_depth,sample_elevation,thickness,lithology,mn_grade,fe_grade,sio2,p_content,density,core_recovery_pct,sat_iron_oxide,sat_clay_index,is_synthetic
DH-04-228,MOIL-UK-04,266.34,983.83,21.976838,80.465786,384.54,56.9,68.7,62.8,321.74,11.8,High-Grade Braunite Ore,35.09,8.33,14.55,0.1366,3.82,93.5,2.386,1.243,True
DH-04-228,MOIL-UK-04,266.34,983.83,21.976838,80.465786,384.54,68.7,82.4,75.55,308.99,13.7,Gondite (Manganiferous Quartzite),19.12,8.46,33.61,0.2128,3.54,90.0,2.338,1.961,True
DH-04-228,MOIL-UK-04,266.34,983.83,21.976838,80.465786,384.54,82.4,112.0,97.2,287.34,29.6,Gondite (Manganiferous Quartzite),19.7,14.38,41.33,0.2255,3.48,94.3,3.035,2.014,True
DH-04-229,MOIL-UK-04,-517.57,369.46,21.971319,80.458175,371.74,0.0,42.9,21.45,350.29,42.9,Phyllite & Weathered Overburden,8.61,9.94,62.35,0.0667,2.47,89.3,2.402,2.6,True
DH-04-229,MOIL-UK-04,-517.57,369.46,21.971319,80.458175,371.74,42.9,56.5,49.7,322.04,13.6,Gondite (Manganiferous Quartzite),23.56,14.19,35.82,0.179,3.61,91.7,2.886,1.982,True
DH-04-229,MOIL-UK-04,-517.57,369.46,21.971319,80.458175,371.74,56.5,69.0,62.75,308.99,12.5,Banded Hematite-Manganese Quartzite,30.07,12.73,27.79,0.1568,3.72,96.5,2.5,1.783,True
DH-04-229,MOIL-UK-04,-517.57,369.46,21.971319,80.458175,371.74,69.0,77.0,73.0,298.74,8.0,Banded Hematite-Manganese Quartzite,29.64,11.55,40.17,0.3119,3.26,83.6,2.547,2.045,True
DH-04-229,MOIL-UK-04,-517.57,369.46,21.971319,80.458175,371.74,77.0,80.6,78.8,292.94,3.6,Quartz-Muscovite Schist,5.68,7.44,68.93,0.1779,2.85,91.6,2.129,2.6,True
DH-04-229,MOIL-UK-04,-517.57,369.46,21.971319,80.458175,371.74,80.6,115.6,98.1,273.64,35.0,Calc-Silicate Granulite,7.89,3.46,58.37,0.0505,2.9,95.0,1.478,2.547,True
DH-04-230,MOIL-UK-04,376.11,-90.39,21.967188,80.466852,385.2,0.0,13.1,6.55,378.65,13.1,Phyllite & Weathered Overburden,5.95,10.15,51.21,0.0788,2.75,82.6,2.208,2.409,True
DH-04-230,MOIL-UK-04,376.11,-90.39,21.967188,80.466852,385.2,13.1,16.5,14.8,370.4,3.4,Phyllite & Weathered Overburden,6.92,12.0,55.01,0.0871,2.74,82.1,2.793,2.554,True
DH-04-230,MOIL-UK-04,376.11,-90.39,21.967188,80.466852,385.2,16.5,34.5,25.5,359.7,18.0,Gondite (Manganiferous Quartzite),29.39,15.07,27.5,0.2057,3.46,91.6,3.022,1.649,True
DH-04-230,MOIL-UK-04,376.11,-90.39,21.967188,80.466852,385.2,34.5,42.5,38.5,346.7,8.0,Gondite (Manganiferous Quartzite),19.25,14.68,42.31,0.2121,3.44,94.4,2.989,2.166,True
DH-04-230,MOIL-UK-04,376.11,-90.39,21.967188,80.466852,385.2,42.8,48.9,45.85,339.35,6.1,Banded Hematite-Manganese Quartzite,19.86,8.21,30.45,0.2748,3.33,96.3,2.297,1.678,True
DH-04-230,MOIL-UK-04,376.11,-90.39,21.967188,80.466852,385.2,48.9,50.0,49.45,335.75,1.1,Banded Hematite-Manganese Quartzite,30.78,9.96,33.66,0.1802,3.26,96.6,2.089,1.842,True
DH-04-230,MOIL-UK-04,376.11,-90.39,21.967188,80.466852,385.2,50.0,62.4,56.2,329.0,12.4,Gondite (Manganiferous Quartzite),18.42,12.95,26.27,0.2433,3.58,89.5,2.904,1.703,True
DH-04-231,MOIL-UK-04,986.6,751.41,21.97475,80.472779,360.26,0.4,18.6,9.5,350.76,18.2,Phyllite & Weathered Overburden,8.9,8.25,58.74,0.0576,2.52,88.5,2.371,2.6,True
DH-04-231,MOIL-UK-04,986.6,751.41,21.97475,80.472779,360.26,18.6,23.0,20.8,339.46,4.4,Quartz-Muscovite Schist,4.56,7.11,63.31,0.0658,2.87,90.4,2.218,2.6,True
DH-04-231,MOIL-UK-04,986.6,751.41,21.97475,80.472779,360.26,23.0,67.6,45.3,314.96,44.6,Gondite (Manganiferous Quartzite),18.95,15.51,35.55,0.3077,3.26,94.2,3.246,1.909,True
DH-04-231,MOIL-UK-04,986.6,751.41,21.97475,80.472779,360.26,67.6,99.0,83.3,276.96,31.4,Gondite (Manganiferous Quartzite),18.45,13.23,28.95,0.3062,3.58,95.8,3.051,1.628,True
DH-04-231,MOIL-UK-04,986.6,751.41,21.97475,80.472779,360.26,99.0,114.5,106.75,253.51,15.5,Quartz-Muscovite Schist,7.15,9.0,55.96,0.1482,2.88,89.5,2.308,2.443,True
DH-04-232,MOIL-UK-04,-279.96,-60.17,21.967459,80.460482,375.01,0.0,38.3,19.15,355.86,38.3,Gondite (Manganiferous Quartzite),29.93,13.33,35.85,0.2758,3.55,89.3,2.701,1.919,True
DH-04-232,MOIL-UK-04,-279.96,-60.17,21.967459,80.460482,375.01,38.3,45.5,41.9,333.11,7.2,High-Grade Braunite Ore,30.06,9.05,20.04,0.1664,3.87,89.0,2.1,1.441,True
DH-04-232,MOIL-UK-04,-279.96,-60.17,21.967459,80.460482,375.01,45.5,48.3,46.9,328.11,2.8,High-Grade Braunite Ore,35.03,7.58,16.61,0.1001,3.94,90.7,1.979,1.357,True
DH-04-232,MOIL-UK-04,-279.96,-60.17,21.967459,80.460482,375.01,48.3,84.7,66.5,308.51,36.4,High-Grade Braunite Ore,34.21,4.67,21.96,0.0758,4.14,84.8,1.884,1.465,True
DH-04-232,MOIL-UK-04,-279.96,-60.17,21.967459,80.460482,375.01,84.7,112.8,98.75,276.26,28.1,Gondite (Manganiferous Quartzite),23.67,10.0,32.69,0.1883,3.73,94.7,2.421,1.975,True
DH-04-233,MOIL-UK-04,-822.76,-694.89,21.961758,80.455212,363.3,0.0,26.2,13.1,350.2,26.2,Phyllite & Weathered Overburden,2.19,9.87,67.09,0.0592,2.52,94.8,2.355,2.6,True
DH-04-233,MOIL-UK-04,-822.76,-694.89,21.961758,80.455212,363.3,26.2,35.9,31.05,332.25,9.7,Banded Hematite-Manganese Quartzite,26.64,15.19,41.71,0.2622,3.41,89.2,3.062,2.137,True
DH-04-233,MOIL-UK-04,-822.76,-694.89,21.961758,80.455212,363.3,35.9,90.9,63.4,299.9,55.0,Gondite (Manganiferous Quartzite),29.2,9.06,43.72,0.2826,3.52,94.8,2.153,2.081,True
DH-04-233,MOIL-UK-04,-822.76,-694.89,21.961758,80.455212,363.3,90.9,95.3,93.1,270.2,4.4,Calc-Silicate Granulite,10.56,6.49,55.41,0.1395,3.01,99.0,1.795,2.6,True
DH-04-233,MOIL-UK-04,-822.76,-694.89,21.961758,80.455212,363.3,95.3,102.7,99.0,264.3,7.4,Calc-Silicate Granulite,3.78,6.24,63.29,0.0941,2.77,83.1,1.963,2.6,True
DH-04-233,MOIL-UK-04,-822.76,-694.89,21.961758,80.455212,363.3,102.7,120.5,111.6,251.7,17.8,Quartz-Muscovite Schist,6.69,5.87,55.55,0.1021,2.71,91.2,1.881,2.42,True
DH-04-233,MOIL-UK-04,-822.76,-694.89,21.961758,80.455212,363.3,120.5,146.8,133.65,229.65,26.3,Quartz-Muscovite Schist,9.87,3.66,54.01,0.1766,2.85,91.2,1.752,2.32,True
DH-04-234,MOIL-UK-04,792.68,-420.96,21.964218,80.470896,365.95,0.0,4.2,2.1,363.85,4.2,Phyllite & Weathered Overburden,3.43,9.81,53.03,0.0963,2.77,93.4,2.427,2.36,True
DH-04-234,MOIL-UK-04,792.68,-420.96,21.964218,80.470896,365.95,4.2,9.2,6.7,359.25,5.0,Phyllite & Weathered Overburden,3.94,7.78,60.65,0.138,2.42,89.4,2.336,2.6,True
DH-04-234,MOIL-UK-04,792.68,-420.96,21.964218,80.470896,365.95,9.2,22.6,15.9,350.05,13.4,Phyllite & Weathered Overburden,3.63,6.85,50.09,0.0615,2.45,90.9,1.959,2.255,True
DH-04-234,MOIL-UK-04,792.68,-420.96,21.964218,80.470896,365.95,22.6,27.9,25.25,340.7,5.3,Quartz-Muscovite Schist,5.79,4.84,62.67,0.1569,2.96,84.5,1.83,2.6,True
DH-04-234,MOIL-UK-04,792.68,-420.96,21.964218,80.470896,365.95,27.9,39.3,33.6,332.35,11.4,Calc-Silicate Granulite,10.73,4.08,68.95,0.0928,2.8,89.9,1.697,2.6,True
DH-04-234,MOIL-UK-04,792.68,-420.96,21.964218,80.470896,365.95,39.3,62.9,51.1,314.85,23.6,Quartz-Muscovite Schist,3.31,4.77,69.31,0.1067,2.76,93.3,1.783,2.6,True
DH-04-234,MOIL-UK-04,792.68,-420.96,21.964218,80.470896,365.95,62.9,93.8,78.35,287.6,30.9,Calc-Silicate Granulite,7.24,4.66,64.94,0.1139,2.96,93.7,1.596,2.6,True
DH-04-234,MOIL-UK-04,792.68,-420.96,21.964218,80.470896,365.95,93.8,125.1,109.45,256.5,31.3,Quartz-Muscovite Schist,6.59,6.76,51.31,0.1222,2.97,94.5,1.987,2.205,True
DH-04-235,MOIL-UK-04,402.12,-332.43,21.965014,80.467104,372.24,0.0,3.6,1.8,370.44,3.6,Phyllite & Weathered Overburden,8.44,7.05,52.43,0.0473,2.65,94.2,2.02,2.495,True
DH-04-235,MOIL-UK-04,402.12,-332.43,21.965014,80.467104,372.24,3.6,24.6,14.1,358.14,21.0,Phyllite & Weathered Overburden,4.14,6.55,61.46,0.0974,2.61,88.0,2.256,2.6,True
DH-04-235,MOIL-UK-04,402.12,-332.43,21.965014,80.467104,372.24,24.6,40.1,32.35,339.89,15.5,Gondite (Manganiferous Quartzite),30.31,8.85,39.52,0.2337,3.69,88.9,2.342,2.205,True
DH-04-235,MOIL-UK-04,402.12,-332.43,21.965014,80.467104,372.24,40.1,41.7,40.9,331.34,1.6,Banded Hematite-Manganese Quartzite,28.34,10.6,44.71,0.2417,3.57,82.9,2.438,2.14,True
DH-04-235,MOIL-UK-04,402.12,-332.43,21.965014,80.467104,372.24,41.7,60.5,51.1,321.14,18.8,Gondite (Manganiferous Quartzite),21.06,14.66,39.31,0.1275,3.65,91.3,3.0,1.934,True
DH-04-235,MOIL-UK-04,402.12,-332.43,21.965014,80.467104,372.24,60.5,62.2,61.35,310.89,1.7,Gondite (Manganiferous Quartzite),26.58,13.22,28.76,0.1711,3.34,91.0,2.856,1.826,True
DH-04-235,MOIL-UK-04,402.12,-332.43,21.965014,80.467104,372.24,62.2,103.6,82.9,289.34,41.4,Gondite (Manganiferous Quartzite),28.69,15.78,33.91,0.1819,3.22,94.4,3.203,1.754,True
DH-04-236,MOIL-UK-04,-1110.64,-577.23,21.962815,80.452417,379.77,0.0,41.1,20.55,359.22,41.1,Phyllite & Weathered Overburden,7.33,7.48,67.92,0.0878,2.41,90.3,2.029,2.6,True
DH-04-236,MOIL-UK-04,-1110.64,-577.23,21.962815,80.452417,379.77,41.1,48.8,44.95,334.82,7.7,Banded Hematite-Manganese Quartzite,21.66,8.43,40.84,0.1348,3.31,91.4,2.329,1.905,True
DH-04-236,MOIL-UK-04,-1110.64,-577.23,21.962815,80.452417,379.77,48.8,59.2,54.0,325.77,10.4,Banded Hematite-Manganese Quartzite,18.99,14.23,26.61,0.2313,3.34,94.5,2.998,1.725,True
DH-04-236,MOIL-UK-04,-1110.64,-577.23,21.962815,80.452417,379.77,59.7,65.7,62.7,317.07,6.0,Gondite (Manganiferous Quartzite),29.32,13.16,46.76,0.1763,3.53,79.7,2.711,2.395,True
DH-04-236,MOIL-UK-04,-1110.64,-577.23,21.962815,80.452417,379.77,65.7,78.1,71.9,307.87,12.4,Quartz-Muscovite Schist,10.45,7.52,50.98,0.1205,2.66,97.5,2.119,2.288,True
DH-04-237,MOIL-UK-04,-67.18,716.83,21.974439,80.462548,347.32,0.0,4.1,2.05,345.27,4.1,Phyllite & Weathered Overburden,3.75,7.22,67.15,0.1291,2.41,94.3,2.078,2.6,True
DH-04-237,MOIL-UK-04,-67.18,716.83,21.974439,80.462548,347.32,4.1,25.6,14.85,332.47,21.5,Phyllite & Weathered Overburden,5.76,10.03,49.77,0.0575,2.66,91.4,2.722,2.224,True
DH-04-237,MOIL-UK-04,-67.18,716.83,21.974439,80.462548,347.32,25.6,31.5,28.55,318.77,5.9,Gondite (Manganiferous Quartzite),21.98,9.19,34.72,0.3128,3.43,92.6,2.24,1.693,True
DH-04-237,MOIL-UK-04,-67.18,716.83,21.974439,80.462548,347.32,31.7,37.8,34.75,312.57,6.1,Gondite (Manganiferous Quartzite),20.04,9.49,46.32,0.2611,3.28,91.3,2.204,2.165,True
DH-04-237,MOIL-UK-04,-67.18,716.83,21.974439,80.462548,347.32,37.8,44.2,41.0,306.32,6.4,Gondite (Manganiferous Quartzite),28.11,12.43,39.89,0.1854,3.29,98.6,2.565,2.103,True
DH-04-237,MOIL-UK-04,-67.18,716.83,21.974439,80.462548,347.32,44.2,62.7,53.45,293.87,18.5,Gondite (Manganiferous Quartzite),21.9,10.14,30.01,0.2847,3.52,94.1,2.413,1.831,True
DH-04-237,MOIL-UK-04,-67.18,716.83,21.974439,80.462548,347.32,62.7,67.4,65.05,282.27,4.7,Gondite (Manganiferous Quartzite),21.24,9.45,35.63,0.127,3.64,89.0,2.433,1.99,True
DH-04-238,MOIL-UK-04,-282.85,800.01,21.975187,80.460454,362.39,0.0,28.9,14.45,347.94,28.9,Phyllite & Weathered Overburden,2.39,9.42,62.59,0.1256,2.71,93.6,2.323,2.6,True
DH-04-238,MOIL-UK-04,-282.85,800.01,21.975187,80.460454,362.39,28.9,33.8,31.35,331.04,4.9,Quartz-Muscovite Schist,5.05,9.77,52.23,0.1147,2.82,94.0,2.593,2.256,True
DH-04-238,MOIL-UK-04,-282.85,800.01,21.975187,80.460454,362.39,33.8,38.2,36.0,326.39,4.4,Quartz-Muscovite Schist,9.95,9.02,57.91,0.0922,2.86,96.9,2.225,2.457,True
DH-04-238,MOIL-UK-04,-282.85,800.01,21.975187,80.460454,362.39,38.2,50.1,44.15,318.24,11.9,Gondite (Manganiferous Quartzite),25.22,8.87,46.44,0.2105,3.6,87.2,2.684,2.229,True
DH-04-238,MOIL-UK-04,-282.85,800.01,21.975187,80.460454,362.39,50.1,53.4,51.75,310.64,3.3,Gondite (Manganiferous Quartzite),23.72,11.12,40.47,0.2581,3.23,83.2,2.495,1.96,True
DH-04-239,MOIL-UK-04,-967.46,-633.84,21.962306,80.453807,347.58,0.0,50.2,25.1,322.48,50.2,Phyllite & Weathered Overburden,6.43,9.82,60.14,0.1064,2.57,89.6,2.58,2.419,True
DH-04-239,MOIL-UK-04,-967.46,-633.84,21.962306,80.453807,347.58,51.8,119.5,85.65,261.93,67.7,Quartz-Muscovite Schist,11.29,4.9,66.33,0.0608,2.86,97.0,1.968,2.6,True
DH-04-239,MOIL-UK-04,-967.46,-633.84,21.962306,80.453807,347.58,119.5,159.6,139.55,208.03,40.1,Quartz-Muscovite Schist,11.03,8.01,65.31,0.1262,2.9,93.2,2.299,2.6,True
DH-04-240,MOIL-UK-04,566.39,649.04,21.97383,80.468699,356.55,0.0,35.3,17.65,338.9,35.3,Banded Hematite-Manganese Quartzite,26.25,12.73,31.75,0.1499,3.4,86.0,2.749,1.988,True
DH-04-240,MOIL-UK-04,566.39,649.04,21.97383,80.468699,356.55,35.3,57.6,46.45,310.1,22.3,High-Grade Braunite Ore,33.44,6.65,18.75,0.0988,4.09,93.5,1.821,1.417,True
DH-04-240,MOIL-UK-04,566.39,649.04,21.97383,80.468699,356.55,57.6,62.1,59.85,296.7,4.5,Medium-Grade Pyrolusite Bed,38.03,9.14,17.76,0.2152,3.92,81.6,2.453,1.467,True
DH-04-240,MOIL-UK-04,566.39,649.04,21.97383,80.468699,356.55,62.1,75.1,68.6,287.95,13.0,High-Grade Braunite Ore,36.3,6.23,16.27,0.1176,3.71,92.9,2.105,1.262,True
DH-04-240,MOIL-UK-04,566.39,649.04,21.97383,80.468699,356.55,75.1,94.3,84.7,271.85,19.2,Banded Hematite-Manganese Quartzite,27.82,8.08,47.06,0.2231,3.74,96.9,2.228,2.181,True
DH-04-240,MOIL-UK-04,566.39,649.04,21.97383,80.468699,356.55,94.3,98.0,96.15,260.4,3.7,Banded Hematite-Manganese Quartzite,21.39,14.86,33.62,0.1234,3.41,95.9,2.993,1.736,True
DH-04-240,MOIL-UK-04,566.39,649.04,21.97383,80.468699,356.55,98.0,135.7,116.85,239.7,37.7,Quartz-Muscovite Schist,2.1,7.12,66.64,0.1037,2.82,95.2,2.08,2.6,True
DH-04-240,MOIL-UK-04,566.39,649.04,21.97383,80.468699,356.55,135.7,149.4,142.55,214.0,13.7,Calc-Silicate Granulite,7.8,6.69,61.36,0.1635,2.73,90.7,2.042,2.6,True
DH-04-241,MOIL-UK-04,-371.62,-1157.78,21.957599,80.459592,357.57,0.0,10.3,5.15,352.42,10.3,Phyllite & Weathered Overburden,3.97,11.36,54.44,0.0825,2.68,80.9,2.732,2.415,True
DH-04-241,MOIL-UK-04,-371.62,-1157.78,21.957599,80.459592,357.57,10.3,13.6,11.95,345.62,3.3,Banded Hematite-Manganese Quartzite,25.68,9.21,30.66,0.1787,3.53,80.3,2.423,1.787,True
DH-04-241,MOIL-UK-04,-371.62,-1157.78,21.957599,80.459592,357.57,13.6,39.9,26.75,330.82,26.3,Gondite (Manganiferous Quartzite),30.43,14.12,34.32,0.2697,3.72,98.0,2.571,1.879,True
DH-04-241,MOIL-UK-04,-371.62,-1157.78,21.957599,80.459592,357.57,39.9,81.1,60.5,297.07,41.2,High-Grade Braunite Ore,33.85,8.42,20.04,0.1327,4.08,93.7,2.358,1.478,True
DH-04-241,MOIL-UK-04,-371.62,-1157.78,21.957599,80.459592,357.57,81.1,84.0,82.55,275.02,2.9,Banded Hematite-Manganese Quartzite,22.03,8.57,36.5,0.2948,3.38,91.0,2.298,1.82,True
DH-04-242,MOIL-UK-04,-369.35,767.95,21.974899,80.459614,364.2,0.0,8.8,4.4,359.8,8.8,Phyllite & Weathered Overburden,2.3,10.86,48.9,0.1167,2.49,94.7,2.553,2.221,True
DH-04-242,MOIL-UK-04,-369.35,767.95,21.974899,80.459614,364.2,8.8,28.8,18.8,345.4,20.0,Phyllite & Weathered Overburden,3.66,7.4,58.05,0.0713,2.55,94.3,2.01,2.512,True
DH-04-242,MOIL-UK-04,-369.35,767.95,21.974899,80.459614,364.2,28.8,78.9,53.85,310.35,50.1,Banded Hematite-Manganese Quartzite,22.27,11.4,37.48,0.1945,3.63,99.0,2.613,1.918,True
DH-04-242,MOIL-UK-04,-369.35,767.95,21.974899,80.459614,364.2,79.0,88.2,83.6,280.6,9.2,Quartz-Muscovite Schist,6.86,9.91,56.65,0.054,2.72,87.4,2.254,2.357,True
DH-04-242,MOIL-UK-04,-369.35,767.95,21.974899,80.459614,364.2,88.2,91.9,90.05,274.15,3.7,Calc-Silicate Granulite,6.04,5.37,52.7,0.0885,3.0,85.7,2.033,2.306,True
DH-04-242,MOIL-UK-04,-369.35,767.95,21.974899,80.459614,364.2,91.9,115.7,103.8,260.4,23.8,Calc-Silicate Granulite,5.37,7.14,57.72,0.0779,2.7,97.1,2.382,2.533,True
DH-04-242,MOIL-UK-04,-369.35,767.95,21.974899,80.459614,364.2,115.7,117.1,116.4,247.8,1.4,Quartz-Muscovite Schist,6.65,9.11,62.03,0.1125,3.02,94.6,2.25,2.6,True
DH-04-243,MOIL-UK-04,806.04,108.46,21.968974,80.471026,372.72,0.0,11.7,5.85,366.87,11.7,Phyllite & Weathered Overburden,7.85,9.05,45.4,0.1471,2.59,84.2,2.245,2.043,True
DH-04-243,MOIL-UK-04,806.04,108.46,21.968974,80.471026,372.72,11.7,66.1,38.9,333.82,54.4,Gondite (Manganiferous Quartzite),21.15,10.62,47.66,0.1936,3.49,93.4,2.541,2.381,True
DH-04-243,MOIL-UK-04,806.04,108.46,21.968974,80.471026,372.72,66.1,75.8,70.95,301.77,9.7,Banded Hematite-Manganese Quartzite,19.69,13.55,46.1,0.2651,3.24,92.3,2.591,2.078,True
DH-04-243,MOIL-UK-04,806.04,108.46,21.968974,80.471026,372.72,75.8,96.6,86.2,286.52,20.8,Quartz-Muscovite Schist,2.6,3.01,59.93,0.0702,2.95,89.6,1.506,2.555,True
DH-04-243,MOIL-UK-04,806.04,108.46,21.968974,80.471026,372.72,96.6,105.7,101.15,271.57,9.1,Quartz-Muscovite Schist,3.23,6.67,55.92,0.1578,2.65,85.2,1.909,2.549,True
DH-04-243,MOIL-UK-04,806.04,108.46,21.968974,80.471026,372.72,105.7,110.1,107.9,264.82,4.4,Calc-Silicate Granulite,6.4,6.05,68.76,0.1313,2.91,84.1,2.003,2.6,True
DH-04-243,MOIL-UK-04,806.04,108.46,21.968974,80.471026,372.72,110.1,112.5,111.3,261.42,2.4,Quartz-Muscovite Schist,8.9,5.04,51.27,0.0558,2.73,84.7,2.046,2.319,True
DH-04-243,MOIL-UK-04,806.04,108.46,21.968974,80.471026,372.72,112.5,119.5,116.0,256.72,7.0,Calc-Silicate Granulite,8.12,4.48,54.13,0.1113,3.01,84.2,1.393,2.357,True
DH-04-244,MOIL-UK-04,-351.75,-686.8,21.96183,80.459785,373.59,0.0,53.6,26.8,346.79,53.6,High-Grade Braunite Ore,35.16,6.96,18.8,0.1507,3.88,87.4,2.117,1.332,True
DH-04-244,MOIL-UK-04,-351.75,-686.8,21.96183,80.459785,373.59,53.6,61.2,57.4,316.19,7.6,High-Grade Braunite Ore,33.31,7.07,19.92,0.0722,3.93,95.9,2.158,1.575,True
DH-04-244,MOIL-UK-04,-351.75,-686.8,21.96183,80.459785,373.59,61.2,73.6,67.4,306.19,12.4,High-Grade Braunite Ore,31.72,6.99,21.72,0.2115,3.93,95.0,2.012,1.435,True
DH-04-244,MOIL-UK-04,-351.75,-686.8,21.96183,80.459785,373.59,73.6,103.2,88.4,285.19,29.6,High-Grade Braunite Ore,32.89,7.06,16.78,0.0609,3.84,94.0,1.897,1.445,True
DH-04-244,MOIL-UK-04,-351.75,-686.8,21.96183,80.459785,373.59,103.2,114.5,108.85,264.74,11.3,Quartz-Muscovite Schist,9.04,5.44,62.92,0.0904,3.05,99.0,1.722,2.6,True
DH-04-244,MOIL-UK-04,-351.75,-686.8,21.96183,80.459785,373.59,114.5,120.4,117.45,256.14,5.9,Quartz-Muscovite Schist,7.99,5.39,50.64,0.1014,3.02,90.3,1.767,2.368,True
DH-04-244,MOIL-UK-04,-351.75,-686.8,21.96183,80.459785,373.59,120.4,126.7,123.55,250.04,6.3,Calc-Silicate Granulite,4.62,7.04,61.98,0.1139,2.94,88.6,2.164,2.6,True
DH-04-245,MOIL-UK-04,-779.23,678.29,21.974093,80.455635,378.19,0.0,25.8,12.9,365.29,25.8,Phyllite & Weathered Overburden,5.6,6.46,59.0,0.1195,2.55,95.1,2.018,2.6,True
DH-04-245,MOIL-UK-04,-779.23,678.29,21.974093,80.455635,378.19,25.8,36.2,31.0,347.19,10.4,Quartz-Muscovite Schist,8.31,5.27,70.39,0.1092,2.76,88.0,1.734,2.6,True
DH-04-245,MOIL-UK-04,-779.23,678.29,21.974093,80.455635,378.19,36.3,59.5,47.9,330.29,23.2,Quartz-Muscovite Schist,5.24,4.63,63.78,0.1698,2.72,92.1,1.762,2.6,True
DH-04-245,MOIL-UK-04,-779.23,678.29,21.974093,80.455635,378.19,59.5,109.3,84.4,293.79,49.8,Quartz-Muscovite Schist,8.82,9.3,57.05,0.1099,2.74,88.9,2.578,2.584,True
DH-04-245,MOIL-UK-04,-779.23,678.29,21.974093,80.455635,378.19,109.3,125.2,117.25,260.94,15.9,Calc-Silicate Granulite,9.83,6.0,71.89,0.0757,2.69,98.8,1.859,2.6,True
DH-04-246,MOIL-UK-04,-25.55,-830.82,21.960537,80.462952,357.14,0.0,9.8,4.9,352.24,9.8,Phyllite & Weathered Overburden,7.62,6.51,57.13,0.0665,2.7,93.0,1.907,2.6,True
DH-04-246,MOIL-UK-04,-25.55,-830.82,21.960537,80.462952,357.14,9.8,27.8,18.8,338.34,18.0,Gondite (Manganiferous Quartzite),26.43,13.8,37.63,0.1969,3.56,87.3,2.9,2.059,True
DH-04-246,MOIL-UK-04,-25.55,-830.82,21.960537,80.462952,357.14,27.8,79.4,53.6,303.54,51.6,Gondite (Manganiferous Quartzite),18.96,11.99,36.37,0.2377,3.4,93.4,2.463,2.032,True
DH-04-246,MOIL-UK-04,-25.55,-830.82,21.960537,80.462952,357.14,79.4,81.5,80.45,276.69,2.1,Gondite (Manganiferous Quartzite),25.59,8.34,47.29,0.2612,3.38,96.4,2.257,2.343,True
DH-04-246,MOIL-UK-04,-25.55,-830.82,21.960537,80.462952,357.14,81.5,82.9,82.2,274.94,1.4,Gondite (Manganiferous Quartzite),29.47,15.74,35.1,0.3101,3.6,89.6,3.247,1.923,True
DH-04-246,MOIL-UK-04,-25.55,-830.82,21.960537,80.462952,357.14,82.9,144.8,113.85,243.29,61.9,Quartz-Muscovite Schist,11.01,5.61,62.87,0.0516,2.78,89.4,1.907,2.6,True
DH-04-246,MOIL-UK-04,-25.55,-830.82,21.960537,80.462952,357.14,144.8,157.0,150.9,206.24,12.2,Quartz-Muscovite Schist,3.64,3.84,61.24,0.0603,2.88,98.0,1.765,2.6,True
DH-04-247,MOIL-UK-04,-1130.43,176.1,21.969582,80.452225,386.93,0.0,12.1,6.05,380.88,12.1,Phyllite & Weathered Overburden,7.19,5.17,65.77,0.0478,2.55,95.3,1.857,2.6,True
DH-04-247,MOIL-UK-04,-1130.43,176.1,21.969582,80.452225,386.93,12.1,26.2,19.15,367.78,14.1,Phyllite & Weathered Overburden,4.03,8.18,60.97,0.1315,2.57,98.6,2.229,2.546,True
DH-04-247,MOIL-UK-04,-1130.43,176.1,21.969582,80.452225,386.93,26.2,40.1,33.15,353.78,13.9,Calc-Silicate Granulite,5.56,9.16,71.57,0.1011,3.0,92.4,2.619,2.6,True
DH-04-247,MOIL-UK-04,-1130.43,176.1,21.969582,80.452225,386.93,40.1,77.1,58.6,328.33,37.0,Calc-Silicate Granulite,4.32,6.97,67.76,0.1229,3.02,93.9,1.983,2.6,True
DH-04-247,MOIL-UK-04,-1130.43,176.1,21.969582,80.452225,386.93,77.1,129.5,103.3,283.63,52.4,Quartz-Muscovite Schist,8.52,9.57,71.73,0.1492,2.88,96.6,2.274,2.6,True
DH-04-248,MOIL-UK-04,892.41,1127.54,21.978129,80.471864,362.07,0.0,1.1,0.55,361.52,1.1,Phyllite & Weathered Overburden,8.04,7.0,48.61,0.0894,2.54,91.1,1.881,2.233,True
DH-04-248,MOIL-UK-04,892.41,1127.54,21.978129,80.471864,362.07,1.1,9.5,5.3,356.77,8.4,Phyllite & Weathered Overburden,8.28,5.27,66.91,0.1131,2.78,93.5,1.417,2.6,True
DH-04-248,MOIL-UK-04,892.41,1127.54,21.978129,80.471864,362.07,9.5,49.8,29.65,332.42,40.3,Gondite (Manganiferous Quartzite),26.6,9.3,41.89,0.2654,3.43,91.5,2.346,2.079,True
DH-04-248,MOIL-UK-04,892.41,1127.54,21.978129,80.471864,362.07,49.8,91.1,70.45,291.62,41.3,High-Grade Braunite Ore,28.12,5.32,10.48,0.0867,3.99,87.7,2.014,1.117,True
DH-04-248,MOIL-UK-04,892.41,1127.54,21.978129,80.471864,362.07,91.1,96.9,94.0,268.07,5.8,Gondite (Manganiferous Quartzite),24.7,13.83,25.82,0.193,3.46,90.9,2.901,1.622,True
